@relation Viento

@attribute moduloVientoMS1 {CALMA,DEBIL,MODERADO,FUERTE,MUY_FUERTE,HURACANADOS}
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,306
DEBIL,SUR,DEBIL,SUR,DEBIL,SUR,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,305
DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,SUDOESTE,306
MODERADO,SUR,MODERADO,SUR,MODERADO,SUR,MODERADO,SUR,MODERADO,SUR,DEBIL,SUR,DEBIL,SUR,306
DEBIL,SUR,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,306
DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,OESTE,MODERADO,SUDOESTE,MODERADO,OESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,314
DEBIL,OESTE,MODERADO,NOROESTE,MODERADO,NOROESTE,MODERADO,NOROESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,SUDOESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NORDESTE,CALMA,NORDESTE,DEBIL,NOROESTE,300
MODERADO,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,CALMA,OESTE,308
DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,DEBIL,OESTE,301
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUR,306
CALMA,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,SUR,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,306
DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,306
DEBIL,NOROESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,307
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,CALMA,NORDESTE,300
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUR,306
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,SUDOESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,OESTE,MODERADO,OESTE,307
DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,NOROESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,CALMA,NOROESTE,300
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
MODERADO,SUR,DEBIL,SUR,MODERADO,SUR,MODERADO,SUR,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUR,313
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,MODERADO,OESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,OESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,306
MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,OESTE,MODERADO,OESTE,307
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,307
DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,OESTE,DEBIL,NOROESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,OESTE,MODERADO,OESTE,DEBIL,OESTE,308
MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,314
DEBIL,NOROESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUR,DEBIL,SUR,DEBIL,SUR,DEBIL,SUR,DEBIL,SUR,DEBIL,SUR,DEBIL,SUDOESTE,305
DEBIL,NOROESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
CALMA,NOROESTE,CALMA,NORDESTE,DEBIL,SUR,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,306
MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,314
DEBIL,SUDOESTE,DEBIL,SUR,DEBIL,SUR,DEBIL,SUR,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
MODERADO,SUDOESTE,DEBIL,SUR,MODERADO,SUR,MODERADO,SUR,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,OESTE,307
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,307
MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,314
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,NOROESTE,307
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,MODERADO,OESTE,307
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,307
DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,314
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,NOROESTE,307
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,MODERADO,OESTE,307
DEBIL,SUR,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,307
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,NOROESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,OESTE,307
DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,314
DEBIL,OESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,OESTE,MODERADO,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,306
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,307
MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,SUDOESTE,307
DEBIL,NOROESTE,DEBIL,NOROESTE,CALMA,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,306
MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,315
MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,NOROESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,OESTE,306
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,307
MODERADO,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,314
DEBIL,OESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,314
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,307
MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,OESTE,314
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,DEBIL,NOROESTE,302
DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUR,DEBIL,SUR,DEBIL,SUR,DEBIL,SUR,DEBIL,SUR,DEBIL,SUDOESTE,DEBIL,SUR,306
DEBIL,OESTE,MODERADO,OESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,314
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,NOROESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,302
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,307
MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,SUDOESTE,307
DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NORDESTE,301
DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,314
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUR,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUR,306
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,OESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,SUDOESTE,306
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,306
DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,OESTE,MODERADO,SUDOESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,SUDOESTE,314
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,314
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,307
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,306
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,OESTE,DEBIL,SUDOESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,315
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,OESTE,DEBIL,OESTE,301
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,314
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,OESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,DEBIL,NORDESTE,301
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,OESTE,DEBIL,OESTE,MODERADO,NOROESTE,MODERADO,NOROESTE,MODERADO,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,316
MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
MODERADO,SUR,MODERADO,SUR,MODERADO,SUR,MODERADO,SUR,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,313
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUR,306
DEBIL,SUDOESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NOROESTE,DEBIL,NORDESTE,DEBIL,ESTE,DEBIL,NORDESTE,300
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,307
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,314
MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,SUDOESTE,MODERADO,SUDOESTE,DEBIL,SUDOESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,314
DEBIL,OESTE,DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,315
DEBIL,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,MODERADO,OESTE,DEBIL,OESTE,315
DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,DEBIL,SUDOESTE,306
DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,DEBIL,OESTE,307
