@relation 'Estado del cielo'

@attribute cieloMS1 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS1 numeric
@attribute direccionVientoMS1 numeric
@attribute temperaturaMS1 numeric
@attribute cieloMS2 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS2 numeric
@attribute direccionVientoMS2 numeric
@attribute temperaturaMS2 numeric
@attribute cieloMS3 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS3 numeric
@attribute direccionVientoMS3 numeric
@attribute temperaturaMS3 numeric
@attribute cieloMS4 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS4 numeric
@attribute direccionVientoMS4 numeric
@attribute temperaturaMS4 numeric
@attribute cieloMS5 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS5 numeric
@attribute direccionVientoMS5 numeric
@attribute temperaturaMS5 numeric
@attribute cieloMS6 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS6 numeric
@attribute direccionVientoMS6 numeric
@attribute temperaturaMS6 numeric
@attribute cieloMS7 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS7 numeric
@attribute direccionVientoMS7 numeric
@attribute temperaturaMS7 numeric
@attribute cieloMS8 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS8 numeric
@attribute direccionVientoMS8 numeric
@attribute temperaturaMS8 numeric
@attribute cieloMS9 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS9 numeric
@attribute direccionVientoMS9 numeric
@attribute temperaturaMS9 numeric
@attribute cieloMS10 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS10 numeric
@attribute direccionVientoMS10 numeric
@attribute temperaturaMS10 numeric
@attribute cieloMS11 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS11 numeric
@attribute direccionVientoMS11 numeric
@attribute temperaturaMS11 numeric
@attribute cieloMS12 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS12 numeric
@attribute direccionVientoMS12 numeric
@attribute temperaturaMS12 numeric
@attribute cieloMS13 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS13 numeric
@attribute direccionVientoMS13 numeric
@attribute temperaturaMS13 numeric
@attribute cieloMS14 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS14 numeric
@attribute direccionVientoMS14 numeric
@attribute temperaturaMS14 numeric
@attribute cieloMS15 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS15 numeric
@attribute direccionVientoMS15 numeric
@attribute temperaturaMS15 numeric
@attribute cieloMS16 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS16 numeric
@attribute direccionVientoMS16 numeric
@attribute temperaturaMS16 numeric
@attribute cieloMS17 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS17 numeric
@attribute direccionVientoMS17 numeric
@attribute temperaturaMS17 numeric
@attribute cieloMS18 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS18 numeric
@attribute direccionVientoMS18 numeric
@attribute temperaturaMS18 numeric
@attribute cieloMS19 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS19 numeric
@attribute direccionVientoMS19 numeric
@attribute temperaturaMS19 numeric
@attribute cieloMS20 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS20 numeric
@attribute direccionVientoMS20 numeric
@attribute temperaturaMS20 numeric
@attribute cieloMS21 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS21 numeric
@attribute direccionVientoMS21 numeric
@attribute temperaturaMS21 numeric
@attribute cieloMS22 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS22 numeric
@attribute direccionVientoMS22 numeric
@attribute temperaturaMS22 numeric
@attribute cieloMS23 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS23 numeric
@attribute direccionVientoMS23 numeric
@attribute temperaturaMS23 numeric
@attribute cieloMS24 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS24 numeric
@attribute direccionVientoMS24 numeric
@attribute temperaturaMS24 numeric
@attribute cieloMS25 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS25 numeric
@attribute direccionVientoMS25 numeric
@attribute temperaturaMS25 numeric
@attribute class {105104104,101101101,103101101,104101104,103101104,104103104,106101101,106101103,106101104,103101103,103103104,101101103,103103103,101115103,110104104,105101104,104101103,104103103}

@data
PARTLY_CLOUDY,17.110001,24.959999,16,CLOUDY,15.88,24.959999,16,CLOUDY,15.44,21.459999,16,CLOUDY,16.889999,20.23,17,PARTLY_CLOUDY,19.950001,29.780001,18,PARTLY_CLOUDY,19.129999,30.540001,21,SUNNY,15.86,25.51,24,SUNNY,12.04,354.100006,26,SUNNY,14.87,336,27,SUNNY,13.22,334.119995,28,SUNNY,14.2,345.160004,29,SUNNY,16.85,347.26001,28,SUNNY,18.379999,347.98999,28,SUNNY,21.969999,352.410004,26,SUNNY,21.67,355.769989,24,SUNNY,16.860001,2.07,22,SUNNY,13.1,10.05,20,SUNNY,9.22,13.22,19,SUNNY,9.31,23.68,18,PARTLY_CLOUDY,11.47,33.41,17,PARTLY_CLOUDY,12.54,18.58,17,PARTLY_CLOUDY,12.09,18.27,18,CLOUDY,10.7,15.21,17,PARTLY_CLOUDY,9.14,15.03,17,CLOUDY,10.22,9.09,17,101101103
PARTLY_CLOUDY,14.94,1.74,16,CLOUDY,14.76,1.01,16,CLOUDY,14.37,0.7,16,CLOUDY,15.58,11.36,17,CLOUDY,17.99,16.540001,18,PARTLY_CLOUDY,17.07,15.67,20,SUNNY,15.6,14.4,23,SUNNY,13.65,12.28,25,SUNNY,12.17,8.5,27,SUNNY,10.9,14.28,28,SUNNY,14.64,10.34,29,SUNNY,13.44,10.08,28,SUNNY,15.53,356.109985,28,SUNNY,17.76,353.059998,26,SUNNY,18.700001,1.06,24,SUNNY,16.459999,1.87,22,SUNNY,13.82,357.089996,19,SUNNY,11.26,356.440002,18,SUNNY,10.16,357.73999,17,SUNNY,9.53,353.149994,17,PARTLY_CLOUDY,9.3,2.21,17,PARTLY_CLOUDY,9.28,13.19,17,CLOUDY,8.66,4.33,17,CLOUDY,8.58,359.480011,17,CLOUDY,7.9,352.079987,17,103101103
SUNNY,2.26,297.690002,16,SUNNY,1.91,318.019989,15,SUNNY,2.03,291.190002,15,SUNNY,2.69,295.950012,19,SUNNY,1.64,249.029999,22,SUNNY,3.07,147.460007,24,SUNNY,5.72,169.649994,25,SUNNY,8.34,229.100006,27,SUNNY,9.25,234.550003,28,SUNNY,8.69,224.729996,29,SUNNY,9.62,231.970001,29,SUNNY,13.29,225.419998,30,SUNNY,14.18,279,29,SUNNY,15.94,298.5,27,SUNNY,12.14,300.209991,26,SUNNY,10.89,300.220001,24,SUNNY,11.53,305.73999,21,SUNNY,11.83,304.660004,20,SUNNY,9.51,283.399994,18,SUNNY,7.4,297.769989,17,SUNNY,5.96,305.380005,16,SUNNY,4.48,315.630005,15,SUNNY,5.78,303.119995,15,SUNNY,6.1,312.059998,14,SUNNY,5.18,320.73999,14,101101101
PARTLY_CLOUDY,2.89,308.709991,14,CLOUDY,1.62,288.820007,15,CLOUDY,0.99,296.720001,15,CLOUDY,0.94,315.769989,16,PARTLY_CLOUDY,1.69,353.320007,16,PARTLY_CLOUDY,2.32,203.889999,18,SUNNY,2,196.169998,23,SUNNY,0.19,273.350006,26,SUNNY,2.53,339.799988,29,SUNNY,3.89,323.100006,30,SUNNY,6.55,303.119995,31,SUNNY,6.61,303.700012,32,SUNNY,9.86,2.9,31,SUNNY,17.639999,7.02,29,SUNNY,16.110001,3.79,27,SUNNY,7.12,337.23999,25,SUNNY,3.44,317.170013,23,SUNNY,2.23,240.880005,21,SUNNY,4.17,247.259995,20,SUNNY,2.08,259.890015,18,SUNNY,0.46,251.289993,17,SUNNY,0.36,6.11,17,PARTLY_CLOUDY,0.62,317.980011,16,PARTLY_CLOUDY,1.85,309.23999,16,CLOUDY,1.77,332,16,106101101
SUNNY,1.18,225.389999,17,SUNNY,1.32,190.660004,17,SUNNY,0.98,219.300003,17,SUNNY,1.47,231.059998,20,SUNNY,3.18,295.470001,22,SUNNY,4.38,300.450012,25,SUNNY,4.91,288.690002,27,SUNNY,6.24,280.48999,28,SUNNY,7.53,272.019989,30,SUNNY,11.61,285.170013,30,SUNNY,11.97,295.51001,30,SUNNY,11.73,293.98999,30,SUNNY,12.31,298.559998,30,SUNNY,12.17,306.23999,29,SUNNY,11.97,308.149994,27,SUNNY,6,282.109985,25,SUNNY,3.31,275.269989,22,SUNNY,3.57,292.709991,21,SUNNY,3.26,287.959991,20,SUNNY,1.73,235.619995,19,SUNNY,2.03,209.839996,18,SUNNY,1.53,247.910004,17,SUNNY,1.07,161.380005,17,SUNNY,0.54,218.279999,16,SUNNY,1.47,160.949997,15,101115103
SUNNY,3.17,288.01001,15,PARTLY_CLOUDY,3.16,282.839996,14,PARTLY_CLOUDY,2.76,292.600006,15,PARTLY_CLOUDY,5.86,292.660004,17,SUNNY,6.72,301.920013,18,SUNNY,7.64,302.48999,21,SUNNY,9.99,300.720001,24,SUNNY,10.81,302.929993,26,SUNNY,11.93,305.390015,28,SUNNY,12.72,302.230011,29,SUNNY,13.98,301.950012,30,SUNNY,13.96,305.98999,30,SUNNY,14.1,304.119995,30,SUNNY,12.57,323.640015,29,SUNNY,6.9,294.549988,27,SUNNY,11.77,255.520004,24,SUNNY,14.21,243.039993,22,SUNNY,15.27,239.190002,21,SUNNY,13.95,239.479996,20,SUNNY,7.35,241.889999,19,SUNNY,2.85,266.320007,18,SUNNY,2.06,274.910004,17,SUNNY,1.25,312.980011,16,SUNNY,1.58,267.959991,16,SUNNY,0.23,209.300003,15,106101101
PARTLY_CLOUDY,10.26,323.5,15,PARTLY_CLOUDY,8.27,325.98999,15,CLOUDY,7.2,337.160004,15,CLOUDY,5.47,343.480011,15,CLOUDY,4.39,13.05,16,HIGH_CLOUDS,1.61,333.359985,19,SUNNY,2.19,59.689999,23,SUNNY,2.95,57.240002,26,SUNNY,4.06,326.470001,28,SUNNY,7.14,323.519989,29,SUNNY,7.82,335.98999,30,SUNNY,7.06,338.179993,30,SUNNY,12.08,347.589996,30,SUNNY,14.41,1.13,28,SUNNY,14.53,0.65,26,SUNNY,13.07,337.410004,24,SUNNY,17.690001,333.290009,22,SUNNY,17.43,326.079987,20,SUNNY,15.34,320.369995,19,SUNNY,12.89,321.899994,18,SUNNY,9.85,324.200012,17,SUNNY,8.15,325.609985,16,PARTLY_CLOUDY,7.91,317.820007,15,PARTLY_CLOUDY,7.83,309.540009,16,PARTLY_CLOUDY,5.05,315.100006,15,106101101
SUNNY,2.69,19.889999,14,SUNNY,3.89,43.490002,13,SUNNY,3.79,29.780001,14,SUNNY,1.44,26.459999,17,SUNNY,3.4,171.149994,19,SUNNY,5.19,144.889999,21,SUNNY,4.38,152.839996,23,SUNNY,4.92,182.160004,25,SUNNY,3.9,199.570007,27,SUNNY,5.36,219.110001,29,SUNNY,7.77,227.970001,30,SUNNY,9.16,233.279999,30,SUNNY,7.21,256.910004,30,SUNNY,20.139999,346.660004,28,SUNNY,22.049999,349.140015,26,SUNNY,19.440001,345.25,24,SUNNY,20.450001,346.369995,22,SUNNY,16.190001,347.910004,20,SUNNY,5.77,2.55,19,SUNNY,0.38,310.579987,18,SUNNY,0.45,298.190002,17,SUNNY,1.73,343.100006,16,SUNNY,1.6,339.649994,15,SUNNY,1.66,350.350006,15,PARTLY_CLOUDY,2.93,359.220001,14,101101101
CLOUDY,10.18,91.82,15,CLOUDY,9.94,93.07,15,CLOUDY,10.92,94.050003,15,PARTLY_CLOUDY,14.17,77.199997,15,PARTLY_CLOUDY,15.3,84.139999,16,SUNNY,14.66,85.709999,17,SUNNY,16.09,90.040001,20,SUNNY,13.89,85.129997,22,SUNNY,12.3,83.339996,24,SUNNY,10.06,81.559998,26,SUNNY,7.78,88.82,27,SUNNY,3.77,9.73,28,SUNNY,18.440001,296.51001,26,SUNNY,21.559999,291.480011,25,SUNNY,18.24,294.790009,24,SUNNY,16.34,78.82,22,PARTLY_CLOUDY,11.02,76.029999,19,PARTLY_CLOUDY,5.69,84.620003,17,PARTLY_CLOUDY,7.65,93.440002,17,PARTLY_CLOUDY,6.65,91.790001,16,PARTLY_CLOUDY,6.41,106.349998,16,CLOUDY,5.23,105.18,16,CLOUDY,5.4,97.849998,16,CLOUDY,5.21,98.519997,16,CLOUDY,4.56,114.440002,16,106101104
CLOUDY,9.79,12.83,15,CLOUDY,7.96,15.06,15,CLOUDY,6.32,13.94,15,CLOUDY,6.63,14.07,16,PARTLY_CLOUDY,5.38,12.96,17,SUNNY,5.26,13.42,20,SUNNY,7.72,14.46,23,SUNNY,7.47,10.22,25,SUNNY,10.27,3.16,27,SUNNY,11.58,8.23,28,SUNNY,15.37,2.63,28,SUNNY,16.43,6.94,27,SUNNY,18.290001,13.18,26,SUNNY,17.82,13.54,25,SUNNY,16.49,13.33,24,SUNNY,14.9,7.43,22,SUNNY,9.2,6.31,19,PARTLY_CLOUDY,4.89,359.910004,18,PARTLY_CLOUDY,3.88,326.880005,17,CLOUDY,3.8,322.649994,17,CLOUDY,2.4,351.329987,17,CLOUDY,2.23,348.899994,16,CLOUDY,2.21,346.369995,16,CLOUDY,0.97,59.990002,16,CLOUDY,0.81,4.81,16,104101103
PARTLY_CLOUDY,9.83,0.08,15,PARTLY_CLOUDY,7.79,359.589996,15,PARTLY_CLOUDY,7.65,5.76,15,PARTLY_CLOUDY,6.87,0.23,16,SUNNY,3.09,46.799999,18,SUNNY,4.52,170.429993,20,SUNNY,5.1,187.889999,23,SUNNY,4.16,173.119995,26,SUNNY,3.38,171.610001,28,SUNNY,0.81,281.519989,30,SUNNY,8.52,352.130005,31,SUNNY,16.16,350.660004,31,SUNNY,21.1,353.720001,29,SUNNY,24.82,1.57,28,SUNNY,24.219999,358.950012,27,SUNNY,23.469999,347.019989,25,SUNNY,24.08,347.049988,22,SUNNY,22.18,348.940002,21,SUNNY,16.25,351.350006,19,SUNNY,11.29,352.309998,18,SUNNY,11.66,1.05,17,PARTLY_CLOUDY,11.37,355.829987,16,PARTLY_CLOUDY,10.25,355.070007,15,PARTLY_CLOUDY,8.02,344.190002,16,PARTLY_CLOUDY,6.06,336.519989,16,106101101
PARTLY_CLOUDY,10.93,7.68,14,PARTLY_CLOUDY,10.28,7.49,14,PARTLY_CLOUDY,11.88,10.98,14,PARTLY_CLOUDY,12.92,19.059999,16,PARTLY_CLOUDY,14.13,25.549999,18,PARTLY_CLOUDY,14.85,27.280001,19,PARTLY_CLOUDY,15,28.34,21,SUNNY,15.78,22.34,23,SUNNY,17.639999,12.01,24,SUNNY,19.059999,6.25,24,SUNNY,19.370001,0,24,SUNNY,18.790001,357.690002,24,SUNNY,21.41,351.76001,23,SUNNY,21.99,355.25,21,SUNNY,19.9,357.98999,20,PARTLY_CLOUDY,17.040001,355.75,18,PARTLY_CLOUDY,13.15,351.730011,17,PARTLY_CLOUDY,12.46,347.070007,16,PARTLY_CLOUDY,9.83,352.820007,16,PARTLY_CLOUDY,7.99,359.850006,16,PARTLY_CLOUDY,6.78,357.859985,16,PARTLY_CLOUDY,4,1.77,16,PARTLY_CLOUDY,0.55,12.45,16,PARTLY_CLOUDY,1.14,275.920013,16,PARTLY_CLOUDY,5,17.719999,15,103101104
SUNNY,5.72,354.720001,17,SUNNY,7.3,14.4,17,SUNNY,11.68,0.76,18,SUNNY,8.34,7.39,21,SUNNY,5.27,60.650002,23,SUNNY,1.6,74.279999,25,SUNNY,7.06,245.509995,27,SUNNY,11.58,253.259995,28,SUNNY,15.56,251.240005,30,SUNNY,16.41,257.390015,30,SUNNY,17.870001,264.959991,31,SUNNY,15.73,262.230011,31,SUNNY,15.59,259.709991,30,SUNNY,15.14,255.440002,29,SUNNY,11.03,240.809998,28,SUNNY,8.17,246.149994,26,SUNNY,5.96,258.140015,23,SUNNY,7.39,262.100006,21,SUNNY,8.54,253.899994,20,SUNNY,8.84,248.210007,19,SUNNY,8.64,245.880005,18,SUNNY,9.27,255.130005,18,SUNNY,8.74,262.359985,17,SUNNY,8.31,260.390015,16,SUNNY,5.73,254.130005,16,101101101
SUNNY,1.15,277.529999,15,SUNNY,0.48,299.380005,15,SUNNY,0.21,306.190002,15,SUNNY,0.47,345.790009,19,SUNNY,0.82,320.779999,22,SUNNY,4.66,128.729996,23,SUNNY,6.47,162.330002,25,SUNNY,7.7,237.889999,27,SUNNY,9.49,233.990005,28,SUNNY,9.46,218.880005,29,SUNNY,11.38,224.460007,30,SUNNY,16.67,217.970001,30,SUNNY,14.57,264.98999,29,SUNNY,15.84,302.959991,28,SUNNY,11.21,304.570007,26,SUNNY,10.57,294.390015,24,SUNNY,7.2,299.01001,21,SUNNY,9.46,301.880005,19,SUNNY,8.97,283.980011,18,SUNNY,6.61,293.730011,17,SUNNY,5.28,294.959991,16,SUNNY,3.42,305.98999,15,SUNNY,3.56,292.420013,14,SUNNY,3.75,317.230011,14,SUNNY,3.15,325.869995,13,101101101
PARTLY_CLOUDY,18.91,10.02,17,PARTLY_CLOUDY,18.16,13,16,PARTLY_CLOUDY,16.93,13.44,16,PARTLY_CLOUDY,16.469999,8.39,17,PARTLY_CLOUDY,19.02,14.41,19,PARTLY_CLOUDY,22.049999,14.46,20,PARTLY_CLOUDY,22.469999,16.049999,22,PARTLY_CLOUDY,23.17,17.059999,22,PARTLY_CLOUDY,21.24,15,21,PARTLY_CLOUDY,21.549999,13.73,21,PARTLY_CLOUDY,20.84,12.43,21,CLOUDY,19.4,12.56,20,PARTLY_CLOUDY,18.379999,18.01,19,PARTLY_CLOUDY,17.09,13.64,19,PARTLY_CLOUDY,15.55,13.19,19,CLOUDY,14.63,14.03,18,CLOUDY,13.28,8.43,18,CLOUDY,11.98,4.45,18,CLOUDY,9.81,357.51001,18,CLOUDY,8,349.899994,17,PARTLY_CLOUDY,5.91,329.190002,17,PARTLY_CLOUDY,3.51,315.809998,17,CLOUDY,0.94,239.490005,17,CLOUDY,2.48,197.539993,17,CLOUDY,3.33,212.020004,17,110104104
PARTLY_CLOUDY,16.32,357.420013,16,PARTLY_CLOUDY,15.65,356.470001,16,PARTLY_CLOUDY,15.5,357.579987,16,CLOUDY,15.69,357.140015,17,PARTLY_CLOUDY,17.389999,3.59,19,PARTLY_CLOUDY,15.33,4.05,22,SUNNY,15.52,357.579987,24,SUNNY,16.219999,347.26001,26,SUNNY,15.19,345.440002,28,SUNNY,14.35,344.679993,29,SUNNY,17.42,355.380005,29,SUNNY,18.200001,353.779999,29,SUNNY,19.48,351.040009,28,SUNNY,23.209999,352.190002,26,SUNNY,24.620001,354.26001,24,SUNNY,20.84,351.850006,22,SUNNY,21.129999,354.670013,20,SUNNY,19.9,352.579987,19,SUNNY,16.139999,352.809998,18,SUNNY,14.38,352.440002,18,PARTLY_CLOUDY,13.2,350.899994,17,PARTLY_CLOUDY,12.45,353.959991,18,CLOUDY,12.03,350.869995,18,CLOUDY,11.19,345.049988,17,CLOUDY,10.58,344.48999,17,101101103
CLOUDY,3.41,263.950012,15,CLOUDY,1.88,251.229996,15,CLOUDY,2.69,248.429993,15,CLOUDY,3.26,279.040009,15,CLOUDY,4.1,279.809998,15,PARTLY_CLOUDY,5.85,292.609985,17,SUNNY,7.82,331.390015,22,SUNNY,9.86,306.98999,24,SUNNY,14.31,291.5,25,SUNNY,12.46,293.48999,26,SUNNY,15.13,318.23999,27,SUNNY,17.84,326.519989,26,SUNNY,17.940001,325.899994,25,SUNNY,16.07,312.279999,24,SUNNY,15.72,294.559998,23,SUNNY,13.43,279.730011,21,SUNNY,9.9,244.339996,19,SUNNY,8.01,235.729996,18,SUNNY,6.29,228.470001,18,SUNNY,4.73,206.389999,18,PARTLY_CLOUDY,4.14,225.419998,17,PARTLY_CLOUDY,3.33,227.330002,17,PARTLY_CLOUDY,2.32,233.169998,17,PARTLY_CLOUDY,2.34,195.619995,17,CLOUDY,2.82,250.660004,16,106101104
CLOUDY,20.120001,70.980003,16,CLOUDY,18.790001,77.440002,16,CLOUDY,19.049999,74.610001,16,CLOUDY,17.51,71.330002,16,PARTLY_CLOUDY,19.059999,73.800003,16,PARTLY_CLOUDY,20.74,71.370003,17,PARTLY_CLOUDY,21.18,66.269997,18,PARTLY_CLOUDY,21.559999,67.900002,19,PARTLY_CLOUDY,21.75,65.040001,20,PARTLY_CLOUDY,22.889999,58.68,21,PARTLY_CLOUDY,22.92,57.259998,21,PARTLY_CLOUDY,23.25,57.720001,21,WEAK_SHOWERS,21.450001,62.990002,19,OVERCAST_AND_SHOWERS,20.549999,68.709999,18,CLOUDY,18.33,71.730003,17,PARTLY_CLOUDY,16.780001,78.330002,17,PARTLY_CLOUDY,17.1,86.620003,17,PARTLY_CLOUDY,15.92,87.169998,17,CLOUDY,13.24,81.839996,17,CLOUDY,9.69,84.709999,17,CLOUDY,8.62,75.75,17,CLOUDY,8.68,89.309998,16,CLOUDY,7.48,113.599998,16,CLOUDY,4.32,136.110001,16,PARTLY_CLOUDY,6.53,208.360001,15,110104104
PARTLY_CLOUDY,4.11,330.98999,13,PARTLY_CLOUDY,4.78,340.290009,13,CLOUDY,4.83,343.940002,13,CLOUDY,1.48,17.27,16,PARTLY_CLOUDY,10.22,40.75,19,PARTLY_CLOUDY,12.68,35.810001,21,SUNNY,13.22,33.91,23,SUNNY,13.15,29.629999,25,SUNNY,13.91,13.76,26,SUNNY,15.44,2.63,26,SUNNY,15.41,353.290009,26,SUNNY,16.030001,349.970001,26,SUNNY,18.18,346.220001,25,SUNNY,17.74,349.640015,24,SUNNY,15.09,349.640015,22,SUNNY,12.47,348.160004,20,PARTLY_CLOUDY,6.46,334.070007,18,PARTLY_CLOUDY,6.34,317.720001,18,PARTLY_CLOUDY,5.51,311.769989,18,PARTLY_CLOUDY,2.84,312.100006,18,PARTLY_CLOUDY,3.72,312.700012,17,CLOUDY,1.61,288.25,17,CLOUDY,0.81,290.320007,17,CLOUDY,1.31,4.78,17,CLOUDY,1.27,23.969999,16,103101104
SUNNY,3.53,177.429993,16,SUNNY,2.29,143.970001,15,SUNNY,2.61,80.120003,16,SUNNY,3.03,137.649994,20,SUNNY,2.67,153.160004,21,SUNNY,4.04,183.119995,23,SUNNY,7.94,226.690002,26,SUNNY,11.19,259.109985,28,SUNNY,15.42,290.48999,29,SUNNY,18.83,296.269989,30,SUNNY,20.32,292.540009,30,SUNNY,18.99,286.51001,30,SUNNY,17.93,285.809998,30,SUNNY,15.84,286.410004,29,SUNNY,11.27,282.670013,29,SUNNY,12.93,285.880005,26,SUNNY,14.46,285.01001,23,SUNNY,11.64,301.679993,21,SUNNY,14.61,310.23999,20,SUNNY,14.74,314.290009,19,SUNNY,12.32,316.170013,18,SUNNY,9.9,310.859985,17,SUNNY,7.79,310.549988,16,SUNNY,5.9,293.149994,15,SUNNY,5.45,310.540009,15,101101101
CLOUDY,2,137.539993,13,CLOUDY,4.64,107.150002,12,CLOUDY,4.78,108.440002,12,CLOUDY,4.15,125.970001,15,CLOUDY,3.46,35.790001,19,PARTLY_CLOUDY,5.38,325.839996,21,SUNNY,7.02,325.970001,23,SUNNY,8.07,326.309998,25,SUNNY,9.09,304.890015,26,SUNNY,9.4,305.190002,28,SUNNY,9.88,305.980011,28,SUNNY,7.92,309.019989,28,SUNNY,13.22,325.450012,28,SUNNY,15.97,325.769989,26,SUNNY,14.69,321.059998,24,SUNNY,12.21,319.769989,22,SUNNY,8.24,307.529999,19,SUNNY,3.8,261.970001,17,PARTLY_CLOUDY,4.8,267.809998,17,PARTLY_CLOUDY,2.46,288.75,17,PARTLY_CLOUDY,1.49,81.470001,17,PARTLY_CLOUDY,4.33,125.010002,17,PARTLY_CLOUDY,3.9,135.399994,17,SUNNY,1.58,154.759995,16,SUNNY,2.59,90.559998,15,103101103
